49,Private,1300326,Bachelors,10,Never-married,Exec-managerial,Unmarried,White,Female,0,0,41,United-States,<=50K
43,Self-emp-not-inc,367775,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,46,United-States,<=50K
48,Private,429393,Masters,9,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,0,0,62,United-States,<=50K
40,Private,1429617,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,52,United-States,<=50K
45,Self-emp-not-inc,593278,HS-grad,11,Never-married,Exec-managerial,Husband,White,Male,0,0,35,United-States,<=50K
39,Private,1433112,Some-college,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,1644,60,United-States,>50K
23,Self-emp-not-inc,1200432,Prof-school,7,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,28,United-States,<=50K
31,Private,1372141,Bachelors,9,Never-married,Adm-clerical,Husband,White,Female,0,0,46,United-States,<=50K
29,Local-gov,995399,HS-grad,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,Canada,<=50K
47,Private,65659,HS-grad,8,Never-married,Farming-fishing,Own-child,White,Male,0,0,39,United-States,>50K
28,Private,357049,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Male,0,0,47,United-States,<=50K
48,Local-gov,235613,Bachelors,9,Never-married,Craft-repair,Husband,White,Female,0,0,47,United-States,<=50K
29,State-gov,1186343,HS-grad,11,Divorced,Adm-clerical,Husband,White,Female,47599,0,20,United-States,>50K
39,Private,176049,12th,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,64161,0,42,United-States,<=50K
55,Federal-gov,354895,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,Black,Female,0,0,56,United-States,>50K
37,State-gov,194698,11th,10,Never-married,Other-service,Unmarried,White,Male,0,0,23,United-States,>50K
17,State-gov,998766,Bachelors,10,Never-married,Craft-repair,Own-child,White,Male,0,0,52,United-States,<=50K
18,Private,185451,Assoc-voc,11,Married-civ-spouse,Craft-repair,Other-relative,Black,Female,45726,0,15,United-States,<=50K
47,State-gov,895834,Bachelors,8,Never-married,Craft-repair,Husband,White,Female,0,0,36,United-States,<=50K
45,Local-gov,1072850,Masters,9,Married-civ-spouse,Transport-moving,Not-in-family,White,Female,0,0,47,United-States,<=50K
42,Self-emp-inc,402725,Assoc-voc,13,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,47,United-States,<=50K
41,Private,1151731,11th,13,Never-married,Craft-repair,Own-child,White,Female,0,0,33,United-States,<=50K
17,Private,328060,9th,12,Married-civ-spouse,Other-service,Unmarried,Black,Male,0,0,38,United-States,<=50K
44,Self-emp-not-inc,1357664,Bachelors,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,<=50K
44,Local-gov,1391516,Some-college,13,Never-married,Exec-managerial,Unmarried,White,Female,0,0,56,United-States,<=50K
52,Private,1449502,5th-6th,8,Never-married,Protective-serv,Wife,White,Male,0,0,47,United-States,<=50K
31,Private,518970,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Female,0,0,44,United-States,<=50K
26,Private,758648,Some-college,7,Never-married,Craft-repair,Husband,White,Female,0,0,43,Iran,<=50K
57,Local-gov,1101979,HS-grad,13,Never-married,Adm-clerical,Husband,White,Male,0,0,44,United-States,<=50K
39,Private,1196195,10th,13,Divorced,Priv-house-serv,Husband,White,Male,0,0,15,United-States,<=50K
39,Private,1473152,Some-college,14,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,1217,44,United-States,<=50K
45,Private,512951,11th,9,Widowed,Adm-clerical,Own-child,White,Male,0,0,53,United-States,<=50K
39,Private,1390807,Bachelors,8,Divorced,Machine-op-inspct,Other-relative,White,Female,0,0,28,United-States,>50K
19,Private,897315,HS-grad,9,Never-married,Craft-repair,Husband,White,Male,0,0,58,United-States,<=50K
36,Private,16198,Masters,10,Divorced,Adm-clerical,Unmarried,Black,Male,0,0,38,United-States,<=50K
41,Self-emp-not-inc,727207,Some-college,4,Never-married,Prof-specialty,Wife,White,Female,0,0,71,United-States,<=50K
50,Private,1026069,HS-grad,6,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,30,United-States,<=50K
21,Local-gov,836098,Bachelors,12,Divorced,Other-service,Own-child,White,Male,0,0,44,United-States,<=50K
55,Private,1457134,HS-grad,13,Divorced,Machine-op-inspct,Husband,White,Female,0,0,34,United-States,<=50K
42,Self-emp-inc,737148,Some-college,10,Married-civ-spouse,Sales,Husband,White,Female,0,0,54,United-States,>50K
37,Private,475295,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,71473,0,38,United-States,<=50K
48,Private,644519,Bachelors,10,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,53,United-States,<=50K
39,Private,974264,HS-grad,7,Divorced,Adm-clerical,Unmarried,White,Female,0,0,62,Puerto-Rico,<=50K
41,State-gov,168400,Bachelors,4,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,0,32,United-States,>50K
42,Private,1294153,Some-college,11,Divorced,Farming-fishing,Wife,Black,Male,0,0,45,United-States,<=50K
45,Private,91601,HS-grad,12,Never-married,Machine-op-inspct,Husband,White,Female,0,0,27,Holland-Netherlands,<=50K
46,Private,556971,HS-grad,13,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,24,Thailand,<=50K
47,Local-gov,483141,Assoc-voc,10,Never-married,Craft-repair,Own-child,White,Male,48149,0,44,United-States,>50K
28,Private,520696,9th,10,Never-married,Prof-specialty,Wife,White,Female,0,0,78,United-States,<=50K
31,Private,86028,HS-grad,7,Divorced,Exec-managerial,Husband,White,Female,0,0,42,United-States,<=50K
44,Private,1203004,Prof-school,9,Married-civ-spouse,Prof-specialty,Own-child,White,Female,0,0,27,United-States,<=50K
47,Private,917452,9th,8,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Female,0,0,44,United-States,>50K
57,Private,424488,Masters,13,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,43,United-States,<=50K
22,Self-emp-not-inc,1254599,HS-grad,10,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,27,United-States,>50K
40,Private,798767,Bachelors,10,Married-civ-spouse,Craft-repair,Not-in-family,Black,Male,0,0,34,United-States,<=50K
45,Private,629796,Masters,11,Married-civ-spouse,Exec-managerial,Wife,Black,Male,0,0,39,United-States,<=50K
33,Private,712469,Bachelors,11,Never-married,Other-service,Husband,White,Female,0,3669,32,United-States,<=50K
43,Self-emp-not-inc,856638,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,Honduras,<=50K
43,Private,1096580,5th-6th,13,Married-civ-spouse,Sales,Wife,White,Male,0,0,36,United-States,<=50K
42,State-gov,181002,HS-grad,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,48,United-States,<=50K
44,Private,31668,Bachelors,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,23,United-States,<=50K
49,Private,1107031,Prof-school,8,Widowed,Other-service,Not-in-family,White,Male,0,0,41,United-States,<=50K
53,Private,813946,HS-grad,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,29,United-States,<=50K
33,Self-emp-inc,1253664,HS-grad,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,42,United-States,>50K
46,Private,832799,HS-grad,12,Divorced,Craft-repair,Husband,White,Male,67018,0,57,United-States,>50K
26,Private,699258,HS-grad,5,Never-married,Farming-fishing,Unmarried,White,Male,0,0,46,Puerto-Rico,<=50K
34,Local-gov,895157,HS-grad,15,Married-civ-spouse,Sales,Unmarried,White,Female,11276,41,47,United-States,>50K
30,Private,121060,Bachelors,11,Never-married,Protective-serv,Husband,White,Male,0,0,55,United-States,>50K
28,Self-emp-inc,692924,HS-grad,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,36,United-States,<=50K
48,Private,233823,Assoc-acdm,5,Never-married,Craft-repair,Other-relative,White,Male,0,4048,52,United-States,<=50K
63,Self-emp-inc,211711,Some-college,13,Never-married,Farming-fishing,Unmarried,White,Male,0,0,13,United-States,<=50K
46,Private,1274152,Bachelors,12,Never-married,Other-service,Husband,White,Female,0,0,47,United-States,<=50K
26,Private,1087503,Bachelors,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,0,0,36,United-States,<=50K
51,Private,1305721,7th-8th,13,Never-married,Transport-moving,Husband,White,Female,63942,0,72,United-States,<=50K
18,Private,95916,Some-college,12,Never-married,Other-service,Wife,White,Male,0,0,48,United-States,<=50K
37,Private,115711,10th,14,Never-married,Exec-managerial,Husband,White,Female,0,0,39,South-Korea,<=50K
45,Private,1035236,HS-grad,11,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,43,Canada,<=50K
31,Local-gov,906646,Some-college,12,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,41,Yugoslavia,>50K
28,Private,775483,Masters,6,Divorced,Handlers-cleaners,Husband,White,Female,0,0,45,United-States,<=50K
27,Federal-gov,1431994,Some-college,8,Never-married,Adm-clerical,Wife,White,Female,0,0,41,United-States,<=50K
37,Private,364547,Assoc-voc,10,Never-married,Protective-serv,Husband,Black,Male,0,0,47,United-States,>50K
37,Private,482100,10th,15,Divorced,Priv-house-serv,Husband,White,Male,0,0,63,United-States,<=50K
36,Private,348490,7th-8th,7,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,51,United-States,<=50K
27,Private,777900,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,45,United-States,<=50K
59,State-gov,1193240,10th,9,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,3958,45,United-States,<=50K
38,Self-emp-not-inc,258908,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,36,United-States,>50K
49,Private,1029983,Bachelors,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,1024,58,United-States,<=50K
45,Private,696332,11th,10,Never-married,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,46914,0,24,United-States,<=50K
46,Federal-gov,14677,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Male,0,0,33,United-States,>50K
47,Federal-gov,1085776,11th,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,42,United-States,<=50K
31,Private,202621,Some-college,11,Never-married,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,48,United-States,<=50K
60,Private,462382,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,44,United-States,<=50K
52,Never-worked,1101523,Some-college,11,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,46,United-States,<=50K
25,Private,75433,Assoc-voc,10,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,42,United-States,<=50K
48,Private,434566,HS-grad,12,Never-married,Exec-managerial,Husband,White,Female,0,0,48,United-States,<=50K
55,Federal-gov,1397216,Bachelors,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,<=50K
38,Self-emp-not-inc,830746,Assoc-voc,5,Never-married,Transport-moving,Own-child,White,Male,0,0,32,United-States,<=50K
48,Private,851032,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,0,0,32,United-States,<=50K
25,State-gov,645398,Some-college,11,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,0,0,41,United-States,<=50K
17,Local-gov,278457,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,0,0,37,United-States,>50K
17,Self-emp-not-inc,1266438,Bachelors,4,Divorced,Other-service,Husband,White,Male,69625,0,26,Italy,<=50K
27,Federal-gov,587275,Bachelors,7,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,30,United-States,<=50K
26,Private,248000,Some-college,13,Divorced,Craft-repair,Not-in-family,White,Male,73914,0,38,United-States,<=50K
44,Private,1486307,Some-college,10,Married-civ-spouse,Transport-moving,Wife,Amer-Indian-Eskimo,Male,0,0,30,United-States,>50K
44,Private,36567,HS-grad,8,Married-civ-spouse,Priv-house-serv,Own-child,White,Female,0,0,55,Ireland,<=50K
28,Private,566704,Some-college,7,Never-married,Handlers-cleaners,Husband,White,Female,0,0,20,United-States,<=50K
38,Private,901073,Bachelors,9,Divorced,Adm-clerical,Wife,Amer-Indian-Eskimo,Male,64617,0,41,United-States,<=50K
45,Private,504779,Bachelors,10,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Female,0,0,37,United-States,<=50K
37,Local-gov,1319622,Bachelors,5,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,44,Holland-Netherlands,<=50K
32,Private,905994,HS-grad,12,Married-civ-spouse,Transport-moving,Own-child,Black,Male,0,0,59,United-States,<=50K
50,Private,120423,HS-grad,6,Never-married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,1309485,HS-grad,10,Divorced,Priv-house-serv,Own-child,White,Male,0,0,28,United-States,>50K
17,Private,1083329,Some-college,10,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,<=50K
54,Private,1436266,Some-college,6,Never-married,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,43,United-States,<=50K
17,Private,753767,Masters,12,Divorced,Craft-repair,Husband,White,Female,0,0,56,Cambodia,>50K
53,State-gov,741813,Bachelors,12,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,35,United-States,>50K
33,Private,589775,HS-grad,10,Never-married,Other-service,Husband,White,Female,0,0,39,United-States,<=50K
38,Private,504126,Prof-school,13,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,0,0,38,United-States,<=50K
21,Self-emp-not-inc,1006760,Bachelors,5,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,54,United-States,>50K
33,State-gov,1273315,Bachelors,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,34,United-States,<=50K
23,Private,393942,HS-grad,9,Married-civ-spouse,Transport-moving,Own-child,White,Male,52160,0,29,United-States,>50K
46,Private,1070404,HS-grad,10,Married-spouse-absent,Craft-repair,Other-relative,White,Male,0,0,46,United-States,<=50K
46,Private,1014903,Bachelors,6,Never-married,Craft-repair,Own-child,White,Male,0,0,17,United-States,<=50K
68,Private,209372,Some-college,8,Married-civ-spouse,Transport-moving,Own-child,Asian-Pac-Islander,Male,0,0,46,United-States,<=50K
44,Private,595987,11th,9,Married-civ-spouse,Sales,Unmarried,White,Female,0,0,68,United-States,<=50K
42,Private,938735,Assoc-voc,6,Divorced,Craft-repair,Unmarried,White,Male,0,0,38,United-States,<=50K
78,Private,1276070,Some-college,11,Never-married,Craft-repair,Unmarried,Black,Female,0,0,34,United-States,<=50K
46,State-gov,761690,Assoc-voc,14,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Female,0,0,66,United-States,<=50K
42,Private,1063513,Some-college,11,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,0,38,United-States,>50K
45,Private,289497,HS-grad,10,Divorced,Other-service,Husband,Black,Male,0,0,33,Italy,<=50K
37,Self-emp-not-inc,417200,10th,10,Never-married,Handlers-cleaners,Wife,Black,Male,0,0,53,United-States,>50K
40,Private,612717,Bachelors,9,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,39,United-States,<=50K
42,Private,249233,Assoc-voc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37,United-States,<=50K
41,Private,582862,Bachelors,6,Never-married,Other-service,Unmarried,White,Male,0,0,35,United-States,<=50K
23,Private,28484,Bachelors,8,Divorced,Sales,Own-child,Black,Female,0,0,34,United-States,<=50K
48,Private,1027608,Masters,14,Never-married,Prof-specialty,Husband,White,Female,0,0,35,United-States,<=50K
23,Private,692041,HS-grad,8,Never-married,Transport-moving,Own-child,White,Female,0,0,46,United-States,<=50K
45,Federal-gov,981451,HS-grad,4,Never-married,Adm-clerical,Unmarried,Black,Male,0,0,55,United-States,>50K
48,Private,365831,Bachelors,9,Divorced,Adm-clerical,Unmarried,White,Male,82841,0,62,Ireland,<=50K
38,Local-gov,220917,Bachelors,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,3874,21,United-States,<=50K
30,Self-emp-not-inc,612488,Some-college,8,Separated,Craft-repair,Husband,Black,Male,0,0,69,United-States,>50K
42,Local-gov,507492,Assoc-voc,5,Never-married,Craft-repair,Husband,White,Male,0,0,21,United-States,<=50K
17,Private,688568,7th-8th,8,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,50,United-States,<=50K
42,Private,172761,Assoc-voc,10,Never-married,Farming-fishing,Wife,White,Male,0,0,41,United-States,<=50K
47,Private,121318,HS-grad,11,Married-civ-spouse,Tech-support,Own-child,White,Female,0,0,43,United-States,>50K
49,Federal-gov,997631,Some-college,8,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,31,United-States,>50K
59,Private,1024355,11th,15,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,18,United-States,<=50K
39,Private,1283939,11th,13,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,0,54,United-States,<=50K
52,Private,1360637,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,52,United-States,<=50K
30,Private,1298313,Bachelors,7,Never-married,Other-service,Husband,White,Male,0,0,42,United-States,>50K
42,Private,72785,Some-college,11,Separated,Farming-fishing,Not-in-family,White,Male,0,0,20,Hungary,<=50K
45,Private,1121897,HS-grad,11,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,8,United-States,<=50K
33,Private,601997,Some-college,10,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,0,0,41,United-States,<=50K
50,Private,117561,Assoc-acdm,11,Divorced,Protective-serv,Wife,White,Female,0,0,53,United-States,<=50K
36,Self-emp-not-inc,1114150,Masters,8,Never-married,Adm-clerical,Unmarried,White,Male,0,0,53,United-States,<=50K
44,Private,800035,Some-college,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,<=50K
28,Private,284452,Bachelors,5,Never-married,Handlers-cleaners,Husband,White,Male,0,0,66,Ecuador,<=50K
37,Private,662701,HS-grad,4,Married-civ-spouse,Sales,Own-child,Black,Male,0,0,21,United-States,<=50K
42,Self-emp-not-inc,1441694,Assoc-acdm,11,Never-married,Exec-managerial,Own-child,White,Male,53648,0,51,United-States,<=50K
29,Private,733467,Prof-school,5,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,50,United-States,<=50K
32,State-gov,621777,Masters,9,Never-married,Craft-repair,Husband,White,Male,0,0,58,United-States,<=50K
21,Private,77049,HS-grad,1,Divorced,Machine-op-inspct,Husband,Black,Female,0,0,31,United-States,<=50K
40,State-gov,326232,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Female,0,0,30,United-States,<=50K
