A14 14 A34 A46 18071 A61 A72 2 A93 A103 3 A123 48 A141 A152 3 A173 1 A192 A202 1
A14 57 A34 A40 11027 A62 A73 1 A95 A102 1 A121 62 A141 A153 1 A171 1 A191 A202 1
A13 16 A30 A45 350 A64 A71 1 A91 A103 3 A124 47 A143 A153 3 A171 1 A191 A201 1
A12 18 A30 A46 7476 A61 A72 3 A92 A102 1 A121 35 A142 A153 1 A174 1 A192 A201 1
A14 55 A31 A410 13356 A64 A73 3 A91 A103 2 A124 72 A141 A151 1 A173 1 A191 A202 1
A13 17 A32 A45 13914 A62 A74 2 A94 A102 1 A122 51 A142 A152 1 A174 1 A191 A202 2
A12 14 A31 A43 4691 A65 A73 3 A92 A101 1 A124 41 A142 A151 3 A171 1 A191 A201 1
A12 4 A32 A46 15264 A64 A73 3 A92 A103 2 A124 19 A141 A151 1 A171 1 A191 A202 1
A11 35 A30 A41 17907 A62 A73 2 A95 A103 1 A124 50 A142 A151 3 A172 1 A192 A201 1
A11 47 A33 A40 9533 A63 A72 1 A92 A103 2 A124 53 A142 A152 1 A174 1 A192 A202 2
A13 53 A31 A47 7213 A61 A72 3 A91 A103 3 A123 71 A141 A152 2 A173 1 A191 A201 1
A14 65 A30 A410 9851 A61 A73 2 A91 A101 1 A124 31 A143 A153 1 A174 1 A191 A201 2
A11 48 A33 A49 747 A65 A71 3 A92 A101 3 A121 28 A142 A151 2 A172 1 A191 A202 1
A14 55 A34 A46 9802 A65 A74 3 A95 A102 1 A121 74 A143 A152 2 A172 1 A191 A202 2
A14 18 A30 A40 741 A61 A74 2 A93 A101 1 A123 49 A141 A153 3 A173 1 A191 A202 1
A12 27 A32 A410 884 A62 A72 2 A95 A102 2 A124 20 A141 A153 3 A174 1 A192 A202 2
A13 24 A34 A44 10349 A61 A72 1 A92 A101 2 A124 24 A143 A151 3 A172 1 A192 A202 1
A11 8 A33 A43 9571 A62 A72 3 A92 A102 2 A123 45 A143 A153 2 A173 1 A192 A201 2
A14 69 A34 A49 18257 A62 A74 1 A91 A102 1 A123 53 A141 A151 1 A174 1 A191 A202 2
A13 20 A32 A48 9515 A62 A74 2 A92 A102 2 A123 32 A143 A152 1 A172 1 A191 A202 1
A12 34 A31 A48 18130 A63 A71 2 A93 A103 1 A124 39 A141 A152 3 A174 1 A191 A202 1
A11 28 A33 A43 14979 A61 A73 1 A95 A102 1 A124 60 A142 A153 2 A173 1 A191 A202 1
A14 7 A30 A410 6405 A65 A71 2 A92 A102 3 A121 73 A141 A153 3 A174 1 A191 A201 1
A12 65 A31 A44 17152 A64 A73 3 A94 A101 1 A123 46 A142 A153 2 A172 1 A191 A202 1
A14 18 A33 A45 9059 A64 A72 1 A94 A102 2 A122 42 A143 A153 2 A173 1 A192 A202 1
A13 10 A33 A48 11107 A61 A72 1 A92 A101 2 A124 39 A143 A152 3 A172 1 A191 A201 1
A14 27 A30 A47 2083 A64 A73 1 A95 A101 1 A123 26 A143 A153 3 A173 1 A191 A202 1
A14 13 A32 A41 4129 A65 A72 1 A93 A102 3 A124 21 A141 A151 1 A172 1 A192 A201 2
A11 71 A31 A43 9779 A61 A72 1 A91 A101 2 A122 65 A143 A152 2 A173 1 A192 A202 1
A12 16 A32 A43 5200 A64 A74 2 A95 A102 3 A123 21 A142 A151 1 A174 1 A192 A202 1
A12 24 A34 A410 11194 A62 A75 3 A95 A101 2 A121 64 A142 A153 3 A172 1 A191 A201 1
A12 22 A30 A47 1708 A64 A71 3 A91 A103 3 A124 32 A143 A153 1 A172 1 A191 A202 1
A11 5 A34 A44 4831 A63 A72 3 A95 A103 3 A121 57 A142 A153 3 A172 1 A191 A201 1
A13 4 A32 A48 12389 A65 A75 3 A95 A101 1 A122 72 A142 A153 3 A173 1 A191 A202 1
A11 38 A33 A48 11421 A61 A73 2 A95 A102 3 A124 60 A142 A151 1 A173 1 A192 A202 1
A13 19 A32 A44 18201 A62 A72 3 A92 A102 3 A124 59 A142 A153 2 A173 1 A192 A201 1
A13 9 A31 A44 16669 A62 A73 1 A94 A102 2 A122 33 A143 A152 1 A171 1 A192 A201 1
A14 23 A33 A49 15043 A62 A71 3 A93 A102 1 A122 52 A142 A153 2 A171 1 A192 A201 1
A13 22 A33 A46 267 A62 A71 1 A94 A103 2 A121 54 A142 A153 2 A171 1 A191 A201 1
A12 32 A30 A41 11245 A62 A74 3 A94 A102 3 A124 42 A141 A152 2 A174 1 A191 A201 1
A14 71 A33 A47 4428 A61 A73 1 A94 A101 2 A121 21 A142 A151 3 A174 1 A192 A201 1
A12 24 A33 A46 5121 A64 A74 1 A93 A102 1 A121 70 A143 A152 2 A171 1 A192 A201 1
A12 51 A31 A45 4081 A63 A72 2 A94 A101 2 A122 30 A142 A152 2 A171 1 A192 A201 1
A14 56 A34 A47 8570 A65 A75 3 A93 A102 3 A121 73 A141 A153 1 A174 1 A192 A201 1
A12 7 A33 A49 2510 A64 A73 1 A91 A101 1 A121 71 A142 A152 3 A173 1 A191 A201 2
A11 38 A31 A43 9955 A61 A74 1 A91 A101 2 A123 20 A143 A152 1 A172 1 A191 A202 1
A12 34 A30 A44 3281 A61 A71 2 A95 A103 1 A123 60 A141 A152 2 A173 1 A192 A202 1
A14 38 A33 A42 9383 A63 A71 3 A95 A101 3 A122 54 A141 A151 1 A171 1 A191 A201 1
A11 15 A31 A47 11672 A63 A74 3 A93 A103 3 A124 31 A142 A151 1 A171 1 A192 A202 1
A12 35 A33 A44 3529 A62 A75 2 A91 A103 3 A123 64 A142 A151 2 A172 1 A191 A201 1
A11 12 A32 A43 2124 A64 A75 2 A94 A102 2 A121 25 A141 A152 3 A174 1 A191 A202 2
A13 68 A32 A47 14964 A63 A72 2 A91 A103 1 A123 32 A143 A152 1 A174 1 A191 A201 1
A12 43 A30 A44 13728 A64 A71 3 A92 A101 2 A123 72 A143 A153 2 A171 1 A192 A201 1
A12 6 A33 A45 5021 A61 A75 1 A92 A101 3 A124 60 A142 A153 3 A173 1 A191 A202 1
A11 38 A30 A44 16438 A65 A74 1 A91 A101 1 A121 25 A142 A151 2 A174 1 A191 A201 1
A13 66 A32 A42 4286 A62 A72 1 A95 A102 1 A121 27 A141 A151 1 A174 1 A192 A202 1
A13 54 A34 A41 17160 A63 A74 1 A93 A102 3 A122 33 A143 A152 1 A174 1 A191 A201 1
A14 22 A34 A49 2317 A63 A75 2 A92 A103 2 A122 22 A143 A153 3 A171 1 A191 A201 2
A12 64 A34 A41 12298 A65 A72 3 A93 A102 1 A124 29 A142 A151 1 A171 1 A192 A201 1
A11 16 A34 A43 599 A62 A74 2 A91 A101 1 A123 51 A142 A151 1 A171 1 A192 A202 1
A14 20 A32 A47 3852 A62 A74 2 A93 A103 2 A123 19 A143 A151 1 A171 1 A192 A201 2
A13 14 A31 A41 7635 A62 A73 1 A93 A103 2 A123 35 A143 A152 3 A171 1 A191 A202 2
A13 66 A34 A47 1806 A62 A74 2 A92 A103 3 A124 36 A141 A153 2 A172 1 A192 A202 2
A11 52 A34 A48 8589 A61 A72 1 A95 A102 3 A122 73 A143 A153 3 A173 1 A191 A202 1
A12 39 A34 A47 4484 A61 A75 3 A92 A102 2 A121 73 A143 A152 2 A172 1 A192 A202 1
A14 49 A33 A43 2055 A62 A75 2 A91 A102 2 A121 66 A143 A151 1 A172 1 A191 A202 2
A14 21 A30 A40 17805 A63 A75 2 A93 A103 3 A122 38 A142 A152 1 A171 1 A192 A202 1
A12 8 A32 A49 18168 A62 A74 3 A95 A101 3 A123 48 A142 A152 1 A171 1 A192 A201 2
A14 61 A32 A43 17812 A62 A71 1 A92 A103 1 A122 47 A141 A151 1 A174 1 A191 A201 1
A14 69 A34 A48 3062 A64 A72 2 A91 A101 3 A122 67 A142 A153 2 A173 1 A191 A202 2
A12 6 A31 A42 7220 A62 A73 2 A95 A102 3 A122 60 A141 A153 1 A171 1 A192 A201 1
A14 7 A31 A41 6225 A65 A75 1 A93 A101 1 A124 69 A142 A151 1 A174 1 A192 A202 1
A12 42 A30 A48 6195 A64 A73 1 A91 A102 3 A124 49 A141 A151 2 A174 1 A192 A201 1
A11 6 A34 A410 7853 A61 A73 1 A94 A103 1 A121 70 A142 A151 2 A174 1 A192 A201 1
A13 53 A33 A49 9557 A62 A71 1 A92 A103 2 A121 60 A142 A153 3 A171 1 A192 A201 1
A13 68 A30 A48 9103 A61 A74 3 A95 A103 2 A121 60 A141 A152 2 A173 1 A191 A201 2
A11 23 A32 A42 5573 A62 A72 1 A92 A101 3 A124 56 A143 A151 2 A174 1 A191 A202 1
A14 24 A32 A410 18131 A62 A71 1 A93 A101 3 A122 37 A142 A151 2 A174 1 A192 A202 1
A11 62 A32 A47 18128 A61 A75 3 A93 A103 2 A124 53 A143 A151 1 A171 1 A191 A201 1
A14 28 A34 A41 6294 A61 A71 2 A92 A102 2 A123 38 A141 A152 2 A174 1 A192 A201 1
A11 20 A30 A41 4287 A63 A71 3 A93 A101 3 A123 55 A143 A153 2 A172 1 A191 A202 1
A14 9 A31 A49 9972 A64 A71 3 A91 A103 3 A122 33 A141 A151 1 A172 1 A191 A201 1
A14 61 A30 A43 6986 A62 A73 1 A94 A102 3 A122 63 A142 A151 3 A173 1 A191 A202 2
A14 66 A31 A48 18265 A65 A71 2 A94 A101 3 A121 50 A142 A152 2 A174 1 A192 A202 1
A13 9 A34 A41 8086 A62 A75 1 A95 A103 3 A123 58 A142 A153 3 A171 1 A191 A201 1
A12 58 A34 A43 975 A65 A73 2 A92 A102 3 A122 31 A142 A152 1 A173 1 A191 A201 2
A13 14 A30 A43 2532 A62 A72 3 A92 A102 3 A122 63 A143 A151 3 A174 1 A192 A201 1
A12 13 A33 A43 1610 A63 A71 3 A93 A103 1 A121 63 A141 A151 2 A173 1 A191 A201 2
A14 29 A31 A47 7236 A64 A73 3 A94 A102 2 A124 27 A143 A153 3 A172 1 A192 A201 1
A13 33 A30 A410 6026 A61 A71 1 A95 A102 1 A124 38 A141 A153 2 A171 1 A192 A202 1
A12 62 A31 A410 15885 A65 A75 1 A91 A102 2 A122 56 A141 A153 2 A173 1 A191 A201 1
A13 51 A30 A48 16503 A62 A72 2 A92 A101 2 A123 67 A141 A152 1 A173 1 A192 A202 1
A13 13 A32 A42 2811 A63 A73 1 A92 A101 1 A124 60 A143 A153 3 A173 1 A191 A202 1
A11 43 A34 A410 17488 A64 A71 2 A92 A103 3 A123 45 A141 A152 1 A174 1 A191 A201 1
A11 63 A32 A45 10908 A64 A71 3 A93 A101 3 A123 35 A142 A151 1 A173 1 A192 A202 1
A11 49 A33 A46 5849 A61 A72 1 A95 A102 2 A122 69 A142 A152 2 A173 1 A191 A201 1
A11 19 A32 A47 7671 A65 A71 3 A91 A101 3 A123 67 A143 A153 3 A171 1 A191 A202 2
A12 12 A30 A48 8305 A64 A74 3 A95 A101 1 A123 69 A142 A152 3 A173 1 A191 A202 1
A13 34 A30 A410 3362 A65 A75 3 A94 A102 2 A123 36 A143 A153 3 A171 1 A192 A202 2
A13 36 A31 A46 16080 A63 A75 1 A94 A103 1 A123 43 A143 A153 2 A173 1 A191 A202 2
A12 27 A31 A46 475 A64 A72 1 A94 A102 1 A123 32 A143 A151 3 A171 1 A191 A201 2
A14 11 A34 A48 1522 A63 A74 1 A91 A101 1 A121 72 A143 A151 2 A174 1 A192 A201 2
A13 12 A34 A42 5238 A65 A73 1 A94 A101 2 A124 67 A141 A151 2 A172 1 A191 A201 2
A11 39 A34 A43 2870 A65 A71 1 A92 A101 2 A124 28 A142 A153 1 A172 1 A191 A202 1
A14 68 A33 A46 1378 A65 A71 2 A93 A103 3 A121 32 A142 A153 3 A171 1 A191 A201 1
A13 44 A32 A40 7246 A63 A73 1 A94 A101 2 A122 49 A141 A151 1 A171 1 A192 A202 2
A13 33 A33 A43 7126 A64 A73 1 A94 A102 3 A124 42 A141 A151 1 A174 1 A192 A201 1
A13 67 A32 A47 2541 A62 A71 3 A92 A101 2 A122 44 A141 A152 2 A172 1 A192 A202 2
A13 50 A33 A410 15036 A63 A75 3 A92 A102 1 A124 39 A143 A152 2 A173 1 A191 A202 2
A11 52 A33 A45 16356 A64 A74 3 A93 A103 1 A124 56 A142 A153 1 A174 1 A192 A201 1
A13 43 A33 A44 13384 A61 A73 1 A91 A102 1 A124 69 A141 A153 2 A173 1 A192 A201 1
A14 55 A33 A44 9779 A64 A75 2 A94 A102 2 A121 70 A143 A151 1 A171 1 A192 A202 1
A12 38 A30 A47 17539 A61 A75 2 A91 A101 2 A122 44 A143 A151 2 A172 1 A191 A201 1
A13 46 A33 A45 6646 A63 A75 1 A93 A101 3 A123 65 A143 A152 3 A172 1 A192 A201 1
A11 45 A31 A40 8043 A63 A72 3 A94 A103 1 A124 57 A143 A152 3 A172 1 A191 A201 2
A12 55 A33 A45 524 A63 A75 2 A91 A101 1 A121 30 A143 A153 1 A171 1 A192 A202 1
A12 65 A32 A44 13167 A63 A73 3 A95 A102 3 A122 63 A141 A152 2 A173 1 A192 A201 1
A14 24 A34 A47 1938 A63 A74 1 A92 A101 1 A121 38 A143 A152 2 A172 1 A191 A201 2
A11 51 A31 A49 12392 A63 A75 2 A91 A101 2 A124 54 A142 A151 1 A172 1 A191 A202 1
A12 6 A34 A410 14529 A63 A71 1 A94 A102 1 A124 59 A142 A151 1 A172 1 A192 A201 2
A12 40 A34 A46 4211 A63 A73 3 A93 A103 2 A121 71 A142 A153 1 A172 1 A191 A201 1
A14 65 A31 A43 11419 A64 A71 2 A94 A101 3 A121 72 A142 A153 3 A171 1 A192 A201 2
A14 47 A32 A44 5790 A63 A72 1 A94 A103 1 A122 63 A142 A151 2 A172 1 A192 A201 1
A11 22 A32 A41 7519 A64 A73 1 A93 A102 2 A124 47 A143 A153 1 A174 1 A191 A201 1
A11 45 A33 A410 9919 A65 A75 2 A95 A103 2 A122 41 A141 A152 3 A173 1 A192 A201 1
A14 28 A33 A49 4802 A65 A75 1 A92 A101 3 A122 43 A141 A152 1 A173 1 A192 A201 1
A11 33 A34 A49 14788 A61 A72 1 A93 A103 3 A122 72 A141 A153 3 A174 1 A191 A202 1
A14 19 A31 A43 7451 A64 A72 3 A91 A101 1 A123 30 A143 A153 2 A173 1 A191 A201 2
A12 46 A32 A43 8678 A62 A73 3 A94 A103 2 A122 48 A142 A151 1 A171 1 A191 A202 2
A14 17 A32 A49 15118 A61 A75 2 A92 A102 3 A121 57 A142 A151 2 A172 1 A191 A202 1
A12 34 A34 A45 4406 A64 A75 3 A94 A102 1 A124 20 A142 A153 3 A172 1 A192 A202 1
A12 67 A31 A47 8503 A61 A72 2 A95 A101 3 A122 54 A142 A153 2 A172 1 A192 A202 2
A13 55 A32 A45 18380 A65 A71 1 A95 A102 1 A122 33 A142 A151 3 A171 1 A192 A201 2
A11 32 A30 A44 7544 A64 A74 3 A95 A101 2 A123 34 A141 A153 3 A171 1 A191 A202 1
A13 69 A34 A46 2359 A65 A72 1 A91 A102 3 A123 53 A141 A152 1 A172 1 A192 A201 1
A13 4 A31 A48 5440 A64 A71 3 A91 A103 2 A121 19 A143 A152 3 A174 1 A192 A201 2
A14 69 A31 A43 17694 A65 A71 2 A95 A101 3 A121 27 A142 A151 2 A173 1 A192 A202 1
A14 27 A32 A48 14104 A61 A73 1 A92 A101 2 A121 44 A141 A153 3 A174 1 A191 A201 1
A13 59 A32 A42 15015 A65 A72 1 A91 A101 1 A124 51 A142 A153 2 A171 1 A192 A201 2
A12 68 A34 A44 4877 A61 A73 3 A92 A101 3 A123 25 A142 A152 2 A172 1 A192 A201 1
A12 44 A32 A410 15559 A62 A72 3 A95 A101 2 A124 39 A141 A153 2 A173 1 A191 A201 2
A12 45 A32 A410 7428 A61 A74 2 A92 A101 1 A123 36 A141 A153 3 A172 1 A192 A201 1
A14 54 A30 A410 14757 A63 A74 1 A91 A102 1 A122 48 A143 A153 1 A172 1 A191 A202 2
A12 20 A30 A43 16326 A64 A73 3 A94 A101 2 A123 35 A141 A153 3 A172 1 A192 A202 2
A11 16 A31 A49 4049 A62 A71 3 A91 A103 2 A123 19 A141 A153 1 A171 1 A192 A201 2
A12 27 A34 A410 17377 A65 A73 2 A92 A103 3 A122 48 A142 A153 3 A174 1 A192 A202 2
A11 36 A34 A410 11794 A64 A74 2 A91 A103 1 A124 66 A142 A153 1 A174 1 A192 A201 2
A11 54 A33 A40 13588 A64 A72 3 A94 A102 2 A124 51 A143 A152 1 A171 1 A191 A202 1
A11 21 A33 A48 14060 A65 A72 2 A93 A101 3 A124 39 A143 A153 1 A172 1 A192 A202 2
A14 42 A31 A410 3324 A63 A73 1 A95 A103 3 A124 46 A141 A151 2 A173 1 A191 A202 2
A13 4 A30 A48 13858 A62 A72 1 A92 A101 3 A122 26 A142 A152 1 A174 1 A192 A201 1
A13 6 A30 A42 4136 A65 A73 2 A92 A102 1 A121 32 A141 A152 2 A174 1 A191 A201 1
A12 69 A31 A48 5206 A63 A72 3 A91 A102 1 A122 43 A142 A153 3 A172 1 A191 A201 1
A13 61 A31 A41 2377 A64 A72 3 A92 A103 2 A123 52 A141 A151 1 A173 1 A192 A202 1
A11 62 A30 A45 3555 A62 A74 2 A93 A102 2 A124 46 A141 A152 2 A174 1 A191 A201 2
A14 26 A31 A46 18115 A62 A73 1 A91 A103 1 A122 72 A143 A151 3 A174 1 A192 A201 1
A13 38 A30 A45 6238 A61 A73 2 A93 A103 1 A122 54 A141 A153 2 A172 1 A192 A202 1
A14 49 A33 A47 7312 A62 A74 1 A95 A102 1 A122 20 A142 A153 3 A174 1 A191 A202 1
A11 21 A34 A42 9007 A61 A72 2 A94 A103 2 A124 48 A141 A151 2 A172 1 A191 A201 1
A12 54 A33 A46 13261 A64 A71 2 A94 A101 3 A121 51 A143 A153 1 A171 1 A192 A201 2
A13 51 A32 A47 10721 A61 A75 3 A95 A103 1 A122 21 A143 A152 2 A174 1 A192 A201 1
A12 31 A32 A46 10034 A64 A71 3 A94 A101 1 A121 40 A142 A153 2 A174 1 A191 A201 1
A12 33 A31 A43 15524 A65 A73 3 A94 A103 1 A124 67 A143 A153 1 A172 1 A192 A202 1
A11 24 A30 A43 9300 A64 A72 1 A95 A102 3 A122 38 A142 A151 3 A172 1 A192 A201 2
A12 58 A32 A42 14284 A63 A72 3 A91 A103 3 A121 44 A141 A151 1 A172 1 A191 A202 2
A11 71 A32 A45 16873 A61 A71 1 A95 A101 2 A122 31 A141 A152 1 A171 1 A192 A201 1
A12 71 A30 A46 12589 A65 A75 2 A92 A102 1 A121 23 A141 A151 1 A174 1 A192 A202 1
A13 56 A32 A43 894 A61 A73 3 A94 A103 1 A122 36 A141 A151 3 A171 1 A191 A202 1
A13 27 A31 A44 5058 A64 A72 3 A95 A101 3 A124 62 A141 A153 2 A173 1 A192 A201 1
A13 57 A30 A43 11523 A64 A74 2 A93 A101 2 A123 74 A141 A153 3 A171 1 A192 A201 2
A12 20 A33 A42 8989 A61 A71 1 A91 A101 1 A124 55 A142 A152 2 A173 1 A192 A201 1
A14 64 A32 A47 5446 A64 A73 2 A92 A101 3 A123 65 A141 A151 1 A174 1 A191 A201 1
A11 22 A33 A48 6371 A61 A73 3 A93 A102 2 A124 55 A142 A151 2 A173 1 A191 A202 1
A12 31 A33 A43 1680 A62 A73 2 A95 A102 2 A122 55 A142 A153 1 A173 1 A191 A201 1
A11 10 A34 A49 4537 A65 A71 2 A95 A101 2 A124 42 A143 A151 2 A174 1 A192 A202 1
A12 9 A34 A46 14535 A65 A75 2 A93 A101 1 A121 22 A142 A151 1 A174 1 A192 A201 1
A14 30 A33 A41 436 A62 A72 2 A95 A101 3 A122 41 A143 A152 3 A174 1 A191 A201 1
A12 41 A34 A44 15522 A65 A74 1 A93 A103 3 A123 67 A142 A152 2 A171 1 A192 A202 1
A14 5 A32 A40 6445 A65 A74 3 A93 A103 1 A122 49 A141 A152 1 A173 1 A192 A202 1
A12 61 A34 A40 14993 A64 A72 1 A95 A101 3 A122 61 A142 A152 3 A174 1 A191 A202 2
A13 11 A33 A43 4924 A61 A71 3 A94 A101 1 A121 21 A142 A153 2 A172 1 A191 A201 1
A12 71 A33 A44 15375 A62 A72 1 A93 A101 2 A121 30 A142 A152 1 A173 1 A191 A202 1
A12 22 A34 A48 10687 A64 A75 2 A93 A103 3 A123 35 A142 A153 2 A171 1 A192 A202 1
A14 29 A32 A41 15788 A65 A75 2 A94 A103 1 A124 39 A142 A152 1 A174 1 A191 A201 2
A14 14 A33 A49 1387 A65 A75 2 A94 A103 3 A121 74 A141 A152 3 A173 1 A192 A202 2
A12 60 A31 A42 14802 A63 A72 2 A93 A101 1 A122 44 A141 A152 2 A173 1 A192 A202 2
A14 53 A34 A41 5186 A62 A74 3 A91 A102 3 A124 56 A143 A153 3 A174 1 A192 A201 1
A12 9 A33 A47 6798 A65 A71 1 A91 A101 2 A124 55 A143 A153 3 A171 1 A191 A202 2
A13 11 A33 A48 1067 A62 A74 3 A91 A103 1 A121 42 A141 A151 3 A172 1 A192 A202 1
A14 45 A32 A46 17661 A62 A73 3 A93 A102 3 A123 73 A143 A153 2 A174 1 A191 A201 2
A12 62 A34 A41 11955 A65 A74 3 A94 A101 1 A121 31 A143 A153 1 A171 1 A191 A202 2
A13 11 A30 A41 18151 A63 A74 1 A95 A103 3 A121 20 A141 A153 2 A174 1 A191 A201 1
A12 19 A30 A44 10619 A62 A75 1 A92 A102 3 A121 60 A143 A151 2 A172 1 A192 A201 1
A11 41 A32 A44 3136 A61 A73 2 A94 A102 1 A123 55 A142 A153 1 A173 1 A192 A201 1
A11 11 A33 A410 6409 A63 A72 1 A94 A101 2 A121 33 A143 A151 3 A173 1 A191 A201 1
A12 24 A34 A43 8277 A65 A73 3 A91 A101 2 A122 67 A142 A151 3 A173 1 A191 A202 2
A14 4 A32 A42 2938 A63 A71 3 A92 A103 2 A121 28 A142 A153 2 A174 1 A192 A202 1
A11 37 A33 A410 17249 A64 A71 2 A92 A101 2 A122 33 A141 A151 3 A172 1 A192 A202 2
A12 52 A32 A41 17732 A62 A73 3 A95 A101 1 A123 27 A141 A153 3 A171 1 A191 A201 2
A13 32 A34 A40 10533 A64 A75 1 A95 A103 2 A122 29 A142 A152 1 A172 1 A191 A202 1
A11 21 A33 A44 10915 A64 A73 3 A95 A101 1 A122 59 A143 A151 2 A173 1 A192 A201 1
A13 32 A32 A44 13088 A64 A74 1 A93 A102 3 A123 58 A143 A151 3 A174 1 A192 A201 1
A12 38 A34 A46 12643 A64 A71 3 A93 A103 3 A123 54 A143 A153 2 A174 1 A191 A201 2
A14 15 A30 A49 1393 A63 A73 2 A92 A102 1 A121 67 A142 A153 3 A172 1 A192 A201 1
A13 11 A34 A410 9947 A62 A74 2 A94 A102 3 A124 22 A142 A152 2 A174 1 A192 A202 1
A13 16 A30 A43 14432 A64 A72 1 A91 A101 3 A124 53 A142 A153 1 A171 1 A191 A202 1
A11 71 A31 A410 14969 A65 A71 2 A92 A102 1 A123 25 A143 A151 2 A171 1 A192 A201 2
A12 53 A34 A46 11127 A65 A71 3 A91 A102 3 A123 72 A141 A152 2 A171 1 A192 A201 1
A14 12 A33 A40 16608 A62 A75 3 A93 A102 3 A123 54 A141 A151 3 A174 1 A191 A202 1
A11 24 A34 A410 10948 A64 A74 2 A92 A101 1 A122 61 A143 A152 1 A171 1 A191 A201 2
A14 32 A33 A41 7234 A61 A72 1 A91 A101 2 A122 50 A142 A151 1 A173 1 A191 A201 1
A12 16 A33 A46 8328 A63 A72 2 A92 A103 3 A122 40 A142 A152 1 A174 1 A191 A202 1
A13 61 A31 A48 12842 A63 A71 3 A95 A103 2 A121 57 A143 A152 2 A174 1 A192 A201 1
A13 67 A30 A42 16428 A62 A75 1 A93 A103 1 A124 65 A143 A152 3 A174 1 A192 A202 1
A12 20 A30 A42 4445 A65 A71 3 A95 A101 2 A122 28 A141 A152 2 A171 1 A192 A202 1
A12 5 A31 A45 5606 A65 A74 3 A95 A103 2 A122 67 A142 A152 3 A172 1 A192 A201 1
A13 22 A30 A49 12146 A61 A72 3 A95 A101 3 A124 59 A142 A152 3 A173 1 A191 A201 1
A11 43 A32 A42 14185 A62 A72 2 A92 A102 2 A123 23 A143 A151 2 A173 1 A192 A201 1
A13 58 A33 A47 7534 A62 A72 1 A95 A101 2 A123 71 A143 A151 2 A173 1 A191 A201 1
A11 27 A34 A44 11988 A65 A75 1 A95 A103 3 A121 29 A142 A152 1 A173 1 A191 A202 1
A13 22 A32 A41 373 A63 A71 3 A95 A101 2 A122 52 A143 A153 3 A172 1 A191 A201 1
A13 20 A34 A47 5574 A64 A72 2 A92 A103 3 A123 26 A142 A153 3 A171 1 A192 A201 2
A11 4 A34 A49 17688 A65 A72 1 A92 A101 3 A122 29 A143 A152 3 A172 1 A192 A202 2
A14 4 A34 A46 10770 A64 A72 3 A93 A103 3 A121 55 A142 A153 3 A172 1 A191 A201 1
A12 33 A32 A41 16099 A61 A71 1 A95 A102 1 A124 57 A142 A153 2 A173 1 A192 A201 2
A14 45 A31 A41 4222 A61 A75 3 A95 A101 3 A122 57 A142 A152 1 A174 1 A192 A202 2
A11 4 A34 A44 5557 A62 A72 2 A93 A101 3 A123 38 A143 A151 3 A173 1 A191 A201 1
